Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 75 mm;PONTEVEDRA;100.0;99.9;72.0;100.0;38.9;31.6;4.1;56.3;84.0;98.5;96.4;100.0
% Humedad del suelo sobre una capacidad de 75 mm;SALAMANCA;96.7;60.1;74.8;86.7;34.1;5.7;0.9;3.1;26.5;85.1;90.7;97.5
% Humedad del suelo sobre una capacidad de 75 mm;SANTA CRUZ DE TENERIFE;19.9;6.5;32.3;24.9;5.7;5.5;0.9;0.7;1.2;16.1;58.4;69.9
% Humedad del suelo sobre una capacidad de 75 mm;SEGOVIA;97.6;58.7;66.8;85.3;40.8;15.7;3.3;6.4;43.6;71.5;65.6;96.9
% Humedad del suelo sobre una capacidad de 75 mm;SEVILLA;93.1;41.6;86.5;72.9;18.9;1.6;0.5;0.9;7.3;40.1;95.2;85.9
% Humedad del suelo sobre una capacidad de 75 mm;SORIA;98.9;58.8;92.9;89.3;39.9;27.9;9.5;6.8;30.8;57.7;69.9;92.0
% Humedad del suelo sobre una capacidad de 75 mm;TARRAGONA;91.3;46.0;74.4;76.1;43.5;23.9;2.4;15.2;19.3;13.3;91.1;70.4
% Humedad del suelo sobre una capacidad de 75 mm;TERUEL;92.8;47.5;93.2;79.7;46.7;21.5;4.4;5.2;5.9;10.4;76.7;77.9
% Humedad del suelo sobre una capacidad de 75 mm;TOLEDO;91.3;51.7;75.7;63.2;19.3;1.9;0.5;4.7;20.4;45.6;72.5;80.0
% Humedad del suelo sobre una capacidad de 75 mm;VALENCIA/VALÈNCIA;88.0;42.5;99.1;70.8;24.7;7.1;4.0;2.7;8.5;7.6;92.8;59.9
% Humedad del suelo sobre una capacidad de 75 mm;VALLADOLID;99.2;62.4;56.1;84.3;29.3;9.9;2.0;3.3;28.1;73.9;74.3;93.6
% Humedad del suelo sobre una capacidad de 75 mm;ZAMORA;98.0;65.9;58.4;82.9;31.1;11.9;2.8;13.5;27.6;91.9;96.8;96.7
% Humedad del suelo sobre una capacidad de 75 mm;ZARAGOZA;93.6;48.0;86.3;64.0;41.2;20.7;2.4;1.1;10.1;20.3;51.7;65.9
