Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre la capacidad máxima;LAS PALMAS;9.0;4.9;9.7;6.2;2.9;1.7;0.9;0.7;0.7;4.0;16.4;18.3
% Humedad del suelo sobre la capacidad máxima;LEON;99.5;89.2;78.8;93.5;61.0;46.2;21.6;33.7;36.5;78.4;86.3;94.0
% Humedad del suelo sobre la capacidad máxima;LLEIDA;97.5;78.6;84.9;87.4;70.8;66.7;37.3;28.6;34.8;44.1;62.3;66.3
% Humedad del suelo sobre la capacidad máxima;LUGO;100.0;99.6;91.5;98.5;63.4;51.8;26.8;52.3;62.1;95.5;98.3;100.0
% Humedad del suelo sobre la capacidad máxima;MADRID;82.9;63.3;78.2;76.7;49.7;19.3;5.7;7.5;28.3;55.9;70.8;72.5
% Humedad del suelo sobre la capacidad máxima;MALAGA;88.6;62.2;89.4;77.7;49.5;19.1;6.3;2.4;3.9;20.8;67.9;69.0
% Humedad del suelo sobre la capacidad máxima;MELILLA;38.0;25.6;22.2;35.2;25.1;8.6;3.1;1.0;1.0;1.8;6.1;26.4
% Humedad del suelo sobre la capacidad máxima;MURCIA;79.9;57.6;90.3;75.3;39.5;18.2;8.5;4.4;4.7;4.4;21.4;17.8
% Humedad del suelo sobre la capacidad máxima;NAVARRA;87.6;78.7;91.0;92.2;67.2;60.6;33.8;32.2;40.9;54.6;57.3;76.4
% Humedad del suelo sobre la capacidad máxima;OURENSE;100.0;95.2;87.7;97.2;61.5;42.7;17.4;21.5;35.4;87.3;97.2;100.0
% Humedad del suelo sobre la capacidad máxima;PALENCIA;95.5;80.6;70.8;91.6;55.7;40.6;20.7;20.1;30.4;70.8;70.1;80.9
% Humedad del suelo sobre la capacidad máxima;PONTEVEDRA;100.0;99.9;86.6;100.0;65.0;52.2;22.0;49.2;64.3;99.2;98.5;100.0
% Humedad del suelo sobre la capacidad máxima;SALAMANCA;94.6;74.6;80.8;89.6;51.0;20.9;6.3;4.3;17.4;67.1;77.9;84.7
% Humedad del suelo sobre la capacidad máxima;SANTA CRUZ DE TENERIFE;23.6;14.7;25.3;23.6;12.5;10.2;4.2;2.1;1.7;10.0;36.4;56.1
% Humedad del suelo sobre la capacidad máxima;SEGOVIA;93.6;73.5;75.6;86.3;57.4;33.7;14.0;11.1;29.8;50.0;51.8;74.1
% Humedad del suelo sobre la capacidad máxima;SEVILLA;93.1;64.1;77.5;74.7;39.0;13.3;3.9;2.1;5.6;23.3;67.2;71.6
% Humedad del suelo sobre la capacidad máxima;SORIA;95.8;76.7;94.8;94.6;63.0;48.2;24.4;16.1;24.5;39.4;50.0;68.1
% Humedad del suelo sobre la capacidad máxima;TARRAGONA;96.6;75.3;80.3;88.7;71.0;51.7;22.7;17.9;19.4;17.0;54.9;52.3
% Humedad del suelo sobre la capacidad máxima;TERUEL;87.9;65.9;88.8;86.7;67.4;44.1;19.8;12.8;10.0;11.9;50.8;57.0
% Humedad del suelo sobre la capacidad máxima;TOLEDO;75.5;58.4;66.9;67.6;38.0;13.3;3.8;6.3;15.1;32.3;53.7;59.5
% Humedad del suelo sobre la capacidad máxima;VALENCIA/VALÈNCIA;89.0;68.5;95.9;86.0;55.9;30.9;17.3;9.8;10.4;9.7;69.3;60.0
% Humedad del suelo sobre la capacidad máxima;VALLADOLID;92.1;74.2;68.2;88.1;52.4;29.3;11.0;7.2;19.0;47.7;52.9;65.2
% Humedad del suelo sobre la capacidad máxima;ZAMORA;93.5;77.3;71.5;87.7;51.7;28.4;11.2;13.3;21.1;71.8;82.9;86.1
% Humedad del suelo sobre la capacidad máxima;ZARAGOZA;80.6;59.6;79.1;72.6;56.6;38.2;14.0;6.3;8.7;14.8;32.1;43.7
