Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 25 mm;MADRID;82.0;16.0;98.4;38.4;28.4;0.4;0.4;1.2;29.6;67.6;87.6;81.6
% Humedad del suelo sobre una capacidad de 25 mm;MALAGA;72.8;8.4;100.0;38.8;9.6;0.4;0.4;0.4;3.2;44.0;89.6;59.6
% Humedad del suelo sobre una capacidad de 25 mm;MELILLA;14.4;1.2;20.8;39.6;6.8;0.8;0.4;0.4;0.8;3.2;22.8;30.0
% Humedad del suelo sobre una capacidad de 25 mm;MURCIA;64.4;6.8;89.6;31.2;2.0;0.8;0.8;1.2;2.8;3.6;65.2;15.2
% Humedad del suelo sobre una capacidad de 25 mm;NAVARRA;94.8;48.8;89.6;69.2;15.6;20.8;1.2;32.4;47.6;59.2;55.2;96.8
% Humedad del suelo sobre una capacidad de 25 mm;OURENSE;100.0;82.8;54.8;90.0;8.4;8.4;1.6;14.4;68.8;88.0;95.2;100.0
% Humedad del suelo sobre una capacidad de 25 mm;PALENCIA;99.2;39.2;30.0;76.4;7.2;8.0;5.2;13.6;44.0;81.6;57.2;96.0
% Humedad del suelo sobre una capacidad de 25 mm;PONTEVEDRA;100.0;99.6;40.4;100.0;16.0;19.6;0.8;29.2;87.2;96.0;90.0;100.0
% Humedad del suelo sobre una capacidad de 25 mm;SALAMANCA;93.2;26.0;60.8;68.4;34.4;0.8;0.4;2.0;32.0;79.6;85.2;95.6
% Humedad del suelo sobre una capacidad de 25 mm;SANTA CRUZ DE TENERIFE;6.4;0.8;38.8;17.6;1.2;2.4;0.4;0.8;1.6;17.2;74.0;64.0
% Humedad del suelo sobre una capacidad de 25 mm;SEGOVIA;96.0;21.6;54.4;72.0;36.0;5.2;0.8;2.0;38.8;75.2;50.8;99.6
% Humedad del suelo sobre una capacidad de 25 mm;SEVILLA;80.8;8.0;99.2;60.0;1.6;0.4;0.4;0.4;6.0;46.4;93.2;64.8
% Humedad del suelo sobre una capacidad de 25 mm;SORIA;97.2;21.6;90.0;72.4;22.8;14.8;8.4;2.8;33.6;66.4;60.0;97.6
% Humedad del suelo sobre una capacidad de 25 mm;TARRAGONA;76.4;10.4;85.6;48.4;16.4;5.2;0.4;16.8;12.8;7.6;92.4;45.6
% Humedad del suelo sobre una capacidad de 25 mm;TERUEL;82.8;11.6;96.4;57.2;21.6;8.0;1.2;4.0;7.2;8.4;86.4;76.0
% Humedad del suelo sobre una capacidad de 25 mm;TOLEDO;82.4;16.0;97.6;32.0;3.2;0.4;0.4;0.8;14.4;47.6;86.4;89.2
% Humedad del suelo sobre una capacidad de 25 mm;VALENCIA/VALÈNCIA;68.4;9.2;100.0;38.8;4.0;1.6;1.2;2.8;6.8;6.0;92.4;28.4
% Humedad del suelo sobre una capacidad de 25 mm;VALLADOLID;98.4;24.8;39.6;62.0;10.8;1.2;1.6;2.0;33.2;76.4;59.6;94.8
% Humedad del suelo sobre una capacidad de 25 mm;ZAMORA;96.8;33.2;38.0;60.0;21.2;5.6;2.8;8.8;31.2;82.0;91.6;91.2
% Humedad del suelo sobre una capacidad de 25 mm;ZARAGOZA;82.8;11.6;94.0;40.0;25.6;10.0;0.8;0.4;12.8;22.0;64.4;80.0
