Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 25 mm;OURENSE;99.6;86.4;12.0;69.6;16.0;25.6;0.8;6.8;59.2;100.0;82.0;89.6
% Humedad del suelo sobre una capacidad de 25 mm;PALENCIA;91.2;74.0;9.2;82.8;9.6;20.0;0.8;7.2;66.4;97.2;93.2;92.0
% Humedad del suelo sobre una capacidad de 25 mm;PONTEVEDRA;100.0;80.8;15.2;65.6;24.8;26.0;4.0;4.0;63.2;100.0;88.4;90.8
% Humedad del suelo sobre una capacidad de 25 mm;SALAMANCA;96.4;62.8;4.4;54.4;8.4;10.4;0.4;4.0;57.6;100.0;77.2;86.4
% Humedad del suelo sobre una capacidad de 25 mm;SANTA CRUZ DE TENERIFE;23.6;39.6;24.8;32.8;0.8;0.8;0.8;0.4;1.2;8.0;67.6;36.0
% Humedad del suelo sobre una capacidad de 25 mm;SEGOVIA;99.2;61.2;4.4;98.4;34.8;8.8;0.4;34.4;40.0;100.0;93.2;85.6
% Humedad del suelo sobre una capacidad de 25 mm;SEVILLA;78.0;50.8;3.6;51.6;0.8;0.4;0.4;0.4;20.8;67.6;43.2;84.4
% Humedad del suelo sobre una capacidad de 25 mm;SORIA;94.8;64.0;9.6;96.4;63.6;17.2;5.2;23.6;45.2;94.4;96.8;87.6
% Humedad del suelo sobre una capacidad de 25 mm;TARRAGONA;42.4;52.4;6.8;93.6;3.6;30.8;42.8;64.8;40.4;54.0;79.6;35.2
% Humedad del suelo sobre una capacidad de 25 mm;TERUEL;68.0;46.4;10.4;82.0;54.0;16.4;21.6;54.8;18.0;68.4;93.2;57.2
% Humedad del suelo sobre una capacidad de 25 mm;TOLEDO;82.4;47.2;3.2;54.4;6.0;1.2;0.8;29.2;32.4;100.0;58.4;80.4
% Humedad del suelo sobre una capacidad de 25 mm;VALENCIA/VALÈNCIA;32.4;34.8;22.4;80.0;20.4;3.6;12.8;43.2;41.6;74.0;68.0;25.6
% Humedad del suelo sobre una capacidad de 25 mm;VALLADOLID;91.2;60.0;4.0;71.6;11.6;10.4;0.4;4.4;51.2;96.4;89.2;91.2
% Humedad del suelo sobre una capacidad de 25 mm;ZAMORA;89.6;69.2;5.6;73.6;8.4;11.2;0.4;4.4;60.0;95.6;84.0;92.0
% Humedad del suelo sobre una capacidad de 25 mm;ZARAGOZA;70.8;48.0;3.2;62.8;21.2;4.4;8.4;13.2;23.2;55.6;93.2;69.2
