Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 75 mm;PRINCIPADO DE ASTURIAS;97.3;96.7;66.5;84.1;59.1;81.3;32.7;16.7;72.8;92.4;99.6;90.1
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE BALEARES;69.5;40.4;47.7;27.3;40.8;13.1;7.3;8.9;44.5;59.6;95.2;69.3
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE CANTABRIA;96.4;89.6;68.1;78.0;62.0;80.1;45.2;24.8;80.4;76.5;99.6;86.8
% Humedad del suelo sobre una capacidad de 75 mm;CIUDAD AUTÓNOMA DE CEUTA;86.7;100.0;53.3;44.8;17.1;2.9;0.7;0.5;1.9;1.5;88.7;93.5
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE LA RIOJA;90.7;83.7;49.7;58.1;41.9;47.5;7.9;14.4;25.6;48.1;99.3;92.9
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD DE MADRID;96.4;80.5;31.3;65.2;22.0;13.5;2.1;29.5;46.5;97.2;83.7;91.5
% Humedad del suelo sobre una capacidad de 75 mm;CIUDAD AUTÓNOMA DE MELILLA;50.3;45.1;48.5;51.7;16.8;2.9;0.5;0.5;37.3;11.9;24.0;14.1
% Humedad del suelo sobre una capacidad de 75 mm;REGIÓN DE MURCIA;40.9;20.5;37.2;56.0;45.9;12.7;6.0;1.9;15.5;19.6;43.1;27.7
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD FORAL DE NAVARRA;94.8;87.6;49.6;54.0;35.1;45.7;18.4;29.5;46.9;63.5;99.5;95.6
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE CANARIAS;38.9;39.9;19.2;12.9;2.8;1.2;0.7;0.5;0.8;2.5;25.3;22.9
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE ANDALUCÍA;86.5;70.3;30.0;44.7;14.3;4.7;0.9;2.7;19.3;37.3;47.7;78.0
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE ARAGÓN;87.6;74.5;32.8;59.5;34.9;27.7;12.3;16.1;36.9;51.6;91.1;81.9
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA;93.5;74.8;33.9;63.5;21.2;13.3;2.5;16.7;34.8;88.5;83.5;85.1
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE CASTILLA Y LEÓN;97.3;88.0;40.7;63.6;32.9;32.5;5.1;7.3;46.9;75.2;91.5;95.6
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE CATALUÑA;84.5;79.7;41.6;75.2;36.8;30.1;25.6;24.1;48.7;55.5;93.1;76.4
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE EXTREMADURA;96.9;76.8;25.3;55.3;10.8;10.0;0.8;1.5;59.7;94.1;64.8;94.0
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DE GALICIA;99.9;94.8;55.2;84.5;58.7;68.0;24.5;12.5;54.3;99.3;96.7;96.0
% Humedad del suelo sobre una capacidad de 75 mm;COMUNIDAD AUTÓNOMA DEL PAÍS VASCO;98.9;93.1;65.7;75.5;53.6;75.7;34.8;18.7;68.5;76.9;99.6;88.9
% Humedad del suelo sobre una capacidad de 75 mm;COMUNITAT VALENCIANA;56.5;43.3;46.1;82.7;40.1;15.1;13.5;23.1;51.5;52.4;67.2;44.4
