Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 75 mm;A CORUÑA;100.0;94.3;57.9;85.3;64.1;73.7;39.5;17.6;67.3;99.9;99.3;96.1
% Humedad del suelo sobre una capacidad de 75 mm;ALBACETE;82.8;64.5;40.5;66.0;26.8;15.9;0.9;20.4;27.3;57.2;68.4;59.9
% Humedad del suelo sobre una capacidad de 75 mm;ALICANTE/ALACANT;36.1;18.8;46.0;74.5;54.5;10.0;6.4;3.1;25.6;40.4;50.9;28.8
% Humedad del suelo sobre una capacidad de 75 mm;ALMERIA;46.1;22.8;24.3;29.7;32.8;5.6;4.1;0.8;8.5;26.0;38.0;22.4
% Humedad del suelo sobre una capacidad de 75 mm;ARABA/ALAVA;97.6;94.0;66.0;74.3;44.5;68.9;18.3;11.6;45.7;62.7;99.7;92.1
% Humedad del suelo sobre una capacidad de 75 mm;ASTURIAS;97.3;96.7;66.5;84.1;59.1;81.3;32.7;16.7;72.8;92.4;99.6;90.1
% Humedad del suelo sobre una capacidad de 75 mm;AVILA;96.5;83.6;35.2;73.9;25.7;18.7;2.3;10.7;65.2;86.0;91.2;93.3
% Humedad del suelo sobre una capacidad de 75 mm;BADAJOZ;96.3;76.9;25.6;43.3;7.7;9.6;0.7;0.9;52.8;88.9;63.1;93.5
% Humedad del suelo sobre una capacidad de 75 mm;ILLES BALEARS;69.5;40.4;47.7;27.3;40.8;13.1;7.3;8.9;44.5;59.6;95.2;69.3
% Humedad del suelo sobre una capacidad de 75 mm;BARCELONA;79.3;75.6;43.5;78.0;32.1;20.0;15.9;18.8;48.7;61.5;94.1;73.9
% Humedad del suelo sobre una capacidad de 75 mm;BIZKAIA;99.9;94.4;65.9;74.7;53.9;80.7;45.7;24.0;85.1;82.8;99.6;85.7
% Humedad del suelo sobre una capacidad de 75 mm;BURGOS;98.0;92.8;51.3;64.9;43.5;44.1;8.7;15.2;34.9;64.7;97.5;96.3
% Humedad del suelo sobre una capacidad de 75 mm;CACERES;97.7;76.7;25.1;68.5;14.3;10.5;0.8;2.0;67.2;100.0;66.7;94.5
% Humedad del suelo sobre una capacidad de 75 mm;CADIZ;97.2;86.5;36.0;32.1;5.2;2.4;0.5;0.5;14.9;23.9;51.1;94.3
% Humedad del suelo sobre una capacidad de 75 mm;CANTABRIA;96.4;89.6;68.1;78.0;62.0;80.1;45.2;24.8;80.4;76.5;99.6;86.8
% Humedad del suelo sobre una capacidad de 75 mm;CASTELLON/CASTELLÓ;61.7;55.7;39.9;86.9;35.6;21.9;22.9;43.3;65.3;42.4;72.4;49.9
% Humedad del suelo sobre una capacidad de 75 mm;CEUTA;86.7;100.0;53.3;44.8;17.1;2.9;0.7;0.5;1.9;1.5;88.7;93.5
% Humedad del suelo sobre una capacidad de 75 mm;CIUDAD REAL;94.8;70.5;27.1;48.1;8.3;4.3;0.5;6.4;21.1;95.9;84.3;90.9
% Humedad del suelo sobre una capacidad de 75 mm;CORDOBA;95.6;76.7;26.8;52.8;7.7;2.8;0.5;2.1;24.9;59.1;52.3;92.4
% Humedad del suelo sobre una capacidad de 75 mm;CUENCA;98.4;82.9;38.0;78.9;29.2;19.7;4.7;22.3;35.7;96.4;93.3;93.9
% Humedad del suelo sobre una capacidad de 75 mm;GIPUZKOA;100.0;90.1;65.2;78.4;67.1;80.7;48.1;23.6;85.3;92.4;99.6;87.5
