Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre la capacidad máxima;CEUTA;92.6;100.0;71.5;57.7;29.5;12.0;3.9;1.3;1.8;1.4;68.3;85.5
% Humedad del suelo sobre la capacidad máxima;CIUDAD REAL;78.3;72.2;48.0;51.4;24.2;12.9;3.9;4.6;14.1;54.5;55.7;64.8
% Humedad del suelo sobre la capacidad máxima;CORDOBA;91.9;85.2;53.5;56.9;24.4;12.0;3.7;2.6;16.7;34.6;35.2;71.1
% Humedad del suelo sobre la capacidad máxima;CUENCA;90.4;88.4;65.1;77.9;49.4;37.2;16.9;17.8;28.8;67.3;73.9;78.9
% Humedad del suelo sobre la capacidad máxima;GIPUZKOA;100.0;95.5;83.2;83.7;77.6;89.4;69.1;49.1;82.5;87.3;99.8;94.3
% Humedad del suelo sobre la capacidad máxima;GIRONA;88.9;89.3;70.6;77.2;65.3;44.0;32.5;31.0;51.2;51.6;85.4;80.7
% Humedad del suelo sobre la capacidad máxima;GRANADA;69.7;62.3;45.2;48.3;34.8;16.4;5.2;3.2;4.0;10.6;24.2;32.7
% Humedad del suelo sobre la capacidad máxima;GUADALAJARA;83.1;88.1;65.8;81.1;56.7;44.8;21.3;20.8;39.7;65.9;76.8;83.4
% Humedad del suelo sobre la capacidad máxima;HUELVA;93.5;95.2;60.2;54.7;25.0;15.1;4.9;1.9;33.9;36.0;36.6;85.2
% Humedad del suelo sobre la capacidad máxima;HUESCA;86.1;83.9;58.6;65.4;48.3;43.8;26.6;17.4;38.8;54.4;74.0;77.1
% Humedad del suelo sobre la capacidad máxima;JAEN;82.0;80.5;56.8;53.3;30.8;20.2;8.1;8.3;8.9;25.4;40.7;55.2
% Humedad del suelo sobre la capacidad máxima;LA RIOJA;73.4;75.2;62.3;62.2;52.6;55.8;28.7;20.8;25.1;35.5;78.0;84.5
% Humedad del suelo sobre la capacidad máxima;LAS PALMAS;24.1;27.0;14.8;8.6;3.9;2.0;1.0;0.7;0.6;0.8;5.3;5.5
% Humedad del suelo sobre la capacidad máxima;LEON;95.1;97.8;72.3;71.9;56.5;55.1;26.4;15.0;37.1;56.6;66.7;82.4
% Humedad del suelo sobre la capacidad máxima;LLEIDA;78.9;78.2;59.1;72.7;53.3;47.6;38.2;24.1;35.9;45.8;64.9;63.0
% Humedad del suelo sobre la capacidad máxima;LUGO;99.8;97.9;78.6;88.3;76.5;82.2;47.5;30.4;43.7;86.9;97.4;97.9
% Humedad del suelo sobre la capacidad máxima;MADRID;82.9;81.5;51.8;65.2;35.7;22.4;6.9;16.3;32.9;66.7;67.0;74.7
% Humedad del suelo sobre la capacidad máxima;MALAGA;88.3;80.6;59.0;60.3;30.5;12.4;3.8;1.9;9.8;11.1;19.0;48.0
% Humedad del suelo sobre la capacidad máxima;MELILLA;38.0;37.3;43.6;49.3;25.0;10.0;2.8;1.0;22.7;12.6;19.9;15.0
% Humedad del suelo sobre la capacidad máxima;MURCIA;30.9;23.0;33.9;42.8;40.0;23.6;11.3;5.2;11.4;14.0;26.0;21.8
% Humedad del suelo sobre la capacidad máxima;NAVARRA;82.5;83.2;67.7;63.9;52.9;55.2;36.3;32.2;42.2;49.0;82.4;91.4
% Humedad del suelo sobre la capacidad máxima;OURENSE;99.9;97.6;70.6;87.9;68.5;69.0;32.9;21.2;39.1;78.3;82.5;98.0
% Humedad del suelo sobre la capacidad máxima;PALENCIA;87.8;91.4;64.3;67.6;44.6;46.0;19.0;10.1;30.9;45.4;67.8;80.4
% Humedad del suelo sobre la capacidad máxima;PONTEVEDRA;100.0;96.9;75.2;93.9;81.3;75.4;47.1;34.5;60.0;99.4;96.3;98.6
% Humedad del suelo sobre la capacidad máxima;SALAMANCA;88.4;90.7;57.9;60.8;34.2;27.3;9.0;4.7;39.5;68.5;72.3;83.9
% Humedad del suelo sobre la capacidad máxima;SANTA CRUZ DE TENERIFE;66.0;64.5;47.2;35.0;17.7;9.6;4.5;2.5;2.0;3.3;25.3;28.8
% Humedad del suelo sobre la capacidad máxima;SEGOVIA;86.7;88.1;57.3;77.5;51.7;37.3;13.1;10.8;23.8;47.5;64.8;77.0
% Humedad del suelo sobre la capacidad máxima;SEVILLA;91.2;85.4;55.5;57.3;23.1;9.3;2.8;1.2;16.9;23.3;26.0;77.8
% Humedad del suelo sobre la capacidad máxima;SORIA;86.0;86.1;63.6;71.5;63.5;55.4;24.9;16.0;30.2;44.8;71.0;80.1
% Humedad del suelo sobre la capacidad máxima;TARRAGONA;64.3;64.6;48.1;54.7;34.2;35.3;22.4;26.6;44.8;42.8;80.5;72.0
% Humedad del suelo sobre la capacidad máxima;TERUEL;70.9;66.7;50.8;64.4;51.7;45.1;24.9;27.4;34.4;38.3;63.9;61.5
% Humedad del suelo sobre la capacidad máxima;TOLEDO;79.1;75.3;47.3;50.5;23.4;12.2;3.8;6.8;27.7;65.5;60.8;66.8
% Humedad del suelo sobre la capacidad máxima;VALENCIA/VALÈNCIA;68.7;60.8;60.9;75.0;50.7;33.0;19.0;17.8;42.9;48.9;55.8;48.3
% Humedad del suelo sobre la capacidad máxima;VALLADOLID;71.1;81.8;53.3;60.3;34.9;30.4;10.2;4.6;22.6;34.9;52.5;66.6
% Humedad del suelo sobre la capacidad máxima;ZAMORA;89.8;92.6;61.7;67.2;37.8;30.2;11.0;5.8;34.5;52.3;61.3;77.6
% Humedad del suelo sobre la capacidad máxima;ZARAGOZA;59.7;57.7;37.0;41.7;30.2;25.5;11.8;7.3;23.5;28.2;64.4;66.8
