Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 75 mm;PIRINEO ORIENTAL;80.7;78.9;43.1;74.9;36.4;23.2;19.9;25.2;52.3;56.7;94.4;74.9
% Humedad del suelo sobre una capacidad de 75 mm;NORTE Y NOROESTE;99.1;94.5;59.6;80.4;58.9;72.4;30.0;15.9;64.3;94.9;98.0;93.1
% Humedad del suelo sobre una capacidad de 75 mm;DUERO;97.3;87.3;38.7;63.3;30.3;30.4;4.0;6.5;44.9;75.3;90.5;95.7
% Humedad del suelo sobre una capacidad de 75 mm;TAJO;96.7;79.6;31.2;66.9;21.1;14.3;2.4;16.4;58.4;98.3;80.4;92.4
% Humedad del suelo sobre una capacidad de 75 mm;GUADIANA;95.3;76.4;27.9;48.3;9.6;7.7;0.7;6.1;39.2;86.3;69.9;91.7
% Humedad del suelo sobre una capacidad de 75 mm;GUADALQUIVIR;92.3;74.3;29.1;44.1;10.5;4.0;0.7;3.5;18.1;43.6;54.5;86.1
% Humedad del suelo sobre una capacidad de 75 mm;SUR;67.3;49.7;31.6;46.5;28.0;4.5;2.3;0.8;10.7;19.5;33.7;46.9
% Humedad del suelo sobre una capacidad de 75 mm;SEGURA;50.7;31.5;38.7;57.2;42.4;14.1;4.5;6.1;20.0;29.1;48.3;34.0
% Humedad del suelo sobre una capacidad de 75 mm;JÚCAR;74.3;60.3;44.5;83.2;38.3;20.5;11.3;25.9;43.2;63.9;75.1;60.4
% Humedad del suelo sobre una capacidad de 75 mm;EBRO;89.7;79.7;40.0;62.9;36.9;35.6;16.3;15.6;39.5;53.3;94.1;85.6
