Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 75 mm;PALENCIA;99.6;68.8;38.5;56.9;18.9;12.7;12.9;9.7;26.7;80.0;99.3;95.3
% Humedad del suelo sobre una capacidad de 75 mm;PONTEVEDRA;100.0;76.8;52.1;83.2;32.1;34.1;16.0;25.6;69.1;100.0;100.0;94.4
% Humedad del suelo sobre una capacidad de 75 mm;SALAMANCA;93.9;58.3;34.1;60.8;9.3;9.2;4.9;17.6;20.4;65.2;98.0;93.1
% Humedad del suelo sobre una capacidad de 75 mm;SANTA CRUZ DE TENERIFE;36.0;31.5;42.7;23.6;4.5;3.2;1.6;0.7;3.6;35.3;33.5;34.9
% Humedad del suelo sobre una capacidad de 75 mm;SEGOVIA;98.4;54.5;24.0;54.5;12.0;1.5;1.6;11.2;19.2;58.1;100.0;93.5
% Humedad del suelo sobre una capacidad de 75 mm;SEVILLA;92.9;45.6;24.5;41.1;3.5;0.7;0.5;2.0;4.1;14.9;72.8;82.5
% Humedad del suelo sobre una capacidad de 75 mm;SORIA;95.1;59.3;29.5;76.4;28.3;6.1;9.9;15.1;31.7;57.7;98.9;91.2
% Humedad del suelo sobre una capacidad de 75 mm;TARRAGONA;42.9;23.1;9.1;18.7;26.0;4.3;4.1;16.9;27.1;82.1;69.6;78.3
% Humedad del suelo sobre una capacidad de 75 mm;TERUEL;74.1;45.1;42.1;62.5;23.3;2.8;6.9;16.8;28.7;52.9;70.4;74.0
% Humedad del suelo sobre una capacidad de 75 mm;TOLEDO;68.8;37.6;15.3;58.4;5.7;0.4;0.9;2.5;21.3;30.8;70.8;90.7
% Humedad del suelo sobre una capacidad de 75 mm;VALENCIA/VALÈNCIA;35.9;18.9;46.5;69.6;17.1;1.7;1.2;15.3;44.4;43.9;34.7;65.2
% Humedad del suelo sobre una capacidad de 75 mm;VALLADOLID;98.0;62.8;28.9;38.4;6.4;4.1;2.4;6.9;15.5;63.3;99.6;95.9
% Humedad del suelo sobre una capacidad de 75 mm;ZAMORA;95.5;70.9;38.7;56.5;11.1;19.5;7.2;10.4;12.1;66.1;95.2;94.3
% Humedad del suelo sobre una capacidad de 75 mm;ZARAGOZA;71.1;42.0;25.5;40.5;30.9;4.1;5.3;16.8;11.9;36.1;66.4;72.1
