Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 25 mm;HUESCA;93.2;24.4;6.8;41.2;20.0;2.4;14.0;29.6;15.6;64.8;86.8;78.4
% Humedad del suelo sobre una capacidad de 25 mm;JAEN;96.4;17.2;21.6;38.8;0.4;0.4;0.4;8.0;11.2;25.2;92.4;65.6
% Humedad del suelo sobre una capacidad de 25 mm;LA RIOJA;95.6;27.2;10.8;46.0;24.0;6.0;28.4;16.0;27.6;62.0;98.8;68.0
% Humedad del suelo sobre una capacidad de 25 mm;LAS PALMAS;9.6;3.6;25.2;1.6;0.8;0.8;0.8;0.4;0.8;3.2;7.6;8.0
% Humedad del suelo sobre una capacidad de 25 mm;LEON;99.2;48.0;12.0;47.2;5.6;26.4;9.6;8.8;34.8;87.6;100.0;82.0
% Humedad del suelo sobre una capacidad de 25 mm;LLEIDA;79.6;23.6;5.2;38.8;30.0;3.6;22.0;38.4;16.0;71.2;84.4;78.4
% Humedad del suelo sobre una capacidad de 25 mm;LUGO;100.0;48.4;22.8;59.6;11.6;24.4;14.0;10.8;50.4;95.2;100.0;82.4
% Humedad del suelo sobre una capacidad de 25 mm;MADRID;76.4;14.8;3.2;40.4;0.8;0.4;0.4;28.4;20.8;53.6;99.2;74.4
% Humedad del suelo sobre una capacidad de 25 mm;MALAGA;77.2;12.0;54.8;30.4;0.8;0.4;0.4;0.8;9.6;13.6;71.2;53.2
% Humedad del suelo sobre una capacidad de 25 mm;MELILLA;14.4;3.2;100.0;11.2;0.8;0.8;0.4;0.4;4.0;36.8;54.4;18.4
% Humedad del suelo sobre una capacidad de 25 mm;MURCIA;6.0;2.0;53.2;28.8;1.2;0.4;0.4;10.0;12.0;44.0;34.0;27.6
% Humedad del suelo sobre una capacidad de 25 mm;NAVARRA;92.8;25.6;18.8;50.0;40.8;4.4;26.4;15.2;26.4;71.6;98.8;78.0
% Humedad del suelo sobre una capacidad de 25 mm;OURENSE;100.0;43.2;12.0;54.8;3.2;30.0;3.2;9.6;44.8;99.6;100.0;82.8
% Humedad del suelo sobre una capacidad de 25 mm;PALENCIA;100.0;34.4;8.8;46.4;4.4;6.0;14.4;10.4;29.2;71.6;100.0;86.4
% Humedad del suelo sobre una capacidad de 25 mm;PONTEVEDRA;100.0;46.4;14.4;57.6;4.4;14.4;12.0;9.2;93.6;100.0;100.0;84.0
% Humedad del suelo sobre una capacidad de 25 mm;SALAMANCA;94.4;22.0;6.4;41.6;0.8;8.0;2.0;24.4;19.6;77.2;100.0;81.2
% Humedad del suelo sobre una capacidad de 25 mm;SANTA CRUZ DE TENERIFE;31.2;18.8;61.2;4.8;0.8;2.4;1.6;0.4;4.8;44.4;26.8;16.8
% Humedad del suelo sobre una capacidad de 25 mm;SEGOVIA;99.6;17.2;3.2;44.4;1.6;0.4;0.4;18.4;16.4;83.6;100.0;82.0
% Humedad del suelo sobre una capacidad de 25 mm;SEVILLA;99.2;12.0;19.2;25.6;0.4;0.4;0.4;2.0;2.0;21.2;84.8;57.2
% Humedad del suelo sobre una capacidad de 25 mm;SORIA;96.4;22.8;10.4;49.6;10.0;1.2;6.8;20.0;27.2;66.8;100.0;76.4
% Humedad del suelo sobre una capacidad de 25 mm;TARRAGONA;20.0;3.6;4.8;19.6;21.6;0.8;2.8;19.2;21.6;56.4;49.6;53.2
% Humedad del suelo sobre una capacidad de 25 mm;TERUEL;58.4;14.0;71.2;37.2;9.2;0.4;4.0;22.4;17.2;58.0;73.6;55.2
% Humedad del suelo sobre una capacidad de 25 mm;TOLEDO;63.2;10.4;5.2;39.2;0.4;0.4;0.8;3.6;11.2;40.4;95.2;76.4
% Humedad del suelo sobre una capacidad de 25 mm;VALENCIA/VALÈNCIA;7.6;2.0;90.4;36.0;4.4;0.4;0.4;21.2;13.6;42.8;31.2;38.4
% Humedad del suelo sobre una capacidad de 25 mm;VALLADOLID;98.0;27.2;4.4;36.0;0.8;2.4;0.8;9.6;17.6;72.8;100.0;87.6
% Humedad del suelo sobre una capacidad de 25 mm;ZAMORA;94.4;42.4;7.6;42.8;1.2;17.2;1.2;12.4;13.6;80.0;100.0;83.6
% Humedad del suelo sobre una capacidad de 25 mm;ZARAGOZA;67.2;13.6;33.2;28.0;16.4;0.8;3.6;11.2;9.2;52.8;79.6;67.2
