Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 25 mm;ESPAÑA PENINSULAR;56.0;40.0;11.2;11.2;61.2;13.6;3.6;9.2;20.0;76.0;74.0;54.8
